Datacode,SA_NAME,GEOGID,Electoral Division CSO Code,Electoral Division Name,County,NUTS_III,NUTS_II,Planning Region,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_On_Foot_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Bicycle_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Bus_Minibus_Coach_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Train_Dart_Luas_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Motorcycle_Scooter_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Car_Driver_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Car_Passenger_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Van_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Other_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Soft_Modes_Comb_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Public_Transport_Comb_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Private_Transport_Comb_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Total_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_Before_0630_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0630_0700_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0701_0730_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0731_8000_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0801_0830_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0831_0900_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0901_0930_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_After_0930_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_Not_Stated_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_Total_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Under_15_mins_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Quarter_To_Under_Half_Hour_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Half_Hour_To_Under_Three_Quarter_Hours_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Three_Quarter_Hours_To_Under_One_Hour_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_One_Hour_To_Under_One_Hour_Thirty_Mins_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_One_And_Half_Hours_And_Over_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Not_Stated_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Total_2011
11849,47105005,A047105005,18252,252 Cloyne,Cork County,South-West,SE,Southern,17,0,11,2,1,102,25,4,16,17,13,132,178,15,10,19,33,23,44,5,13,14,176,50,48,43,12,2,2,19,176
11850,47105006,A047105006,18252,252 Cloyne,Cork County,South-West,SE,Southern,38,1,21,1,0,56,20,8,7,39,22,84,152,8,13,12,31,25,44,4,10,5,152,53,43,37,4,2,2,11,152
11851,47105007,A047105007,18252,252 Cloyne,Cork County,South-West,SE,Southern,27,0,11,0,0,83,15,5,8,27,11,103,149,8,16,13,30,15,38,6,15,7,148,41,42,30,19,5,1,10,148
11852,47105008,A047105008,18252,252 Cloyne,Cork County,South-West,SE,Southern,28,0,18,1,2,100,16,7,5,28,19,125,177,13,13,16,49,26,34,11,10,3,175,45,47,48,18,8,3,6,175
11853,47105009,A047105009,18252,252 Cloyne,Cork County,South-West,SE,Southern,1,0,7,2,0,74,29,13,8,1,9,116,134,4,6,21,21,22,39,6,5,6,130,53,33,30,4,3,0,7,130
11854,47105010,A047105010,18252,252 Cloyne,Cork County,South-West,SE,Southern,4,1,1,4,0,124,112,2,13,5,5,238,261,9,14,22,29,82,75,11,5,6,253,113,55,58,7,8,1,11,253
11855,47105011,A047105011,18252,252 Cloyne,Cork County,South-West,SE,Southern,13,0,5,1,0,108,68,8,11,13,6,184,214,8,20,16,32,55,61,5,6,5,208,88,53,47,9,3,1,7,208
11856,47105012,A047105012,18252,252 Cloyne,Cork County,South-West,SE,Southern,5,0,2,0,0,62,27,4,2,5,2,93,102,4,8,13,20,29,18,4,4,2,102,26,32,27,5,4,1,7,102
11857,47105013,A047105013,18252,252 Cloyne,Cork County,South-West,SE,Southern,6,2,4,3,0,54,18,4,10,8,7,76,101,7,10,18,18,18,14,1,7,2,95,33,21,23,8,3,3,4,95
11858,47105014,A047105014,18252,252 Cloyne,Cork County,South-West,SE,Southern,10,1,5,3,0,55,48,8,5,11,8,111,135,3,5,14,19,40,40,0,8,3,132,51,46,16,6,3,4,6,132
11859,47105015,A047105015,18252,252 Cloyne,Cork County,South-West,SE,Southern,13,1,12,1,1,109,61,16,13,14,13,187,227,6,10,24,38,50,63,14,12,3,220,94,58,41,12,4,0,11,220
11041,47106001,A047106001,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,9,1,5,11,1,100,56,6,14,10,16,163,203,8,9,21,43,31,61,3,10,10,196,71,43,46,8,11,2,15,196
11042,47106002,A047106002,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,34,1,10,3,1,109,40,6,13,35,13,156,217,10,18,18,35,43,62,6,13,1,206,66,52,60,17,6,4,1,206
11043,47106003,A047106003,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,88,1,7,9,1,131,37,5,12,89,16,174,291,12,14,21,37,60,110,14,15,4,287,119,56,75,17,7,2,11,287
11044,47106004,A047106004,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,9,0,2,6,0,35,18,2,4,9,8,55,76,3,5,8,6,28,9,4,9,2,74,20,22,22,4,3,0,3,74
11045,47106005,A047106005,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,46,2,1,7,1,62,22,7,0,48,8,92,148,4,9,14,16,37,54,5,9,0,148,71,31,29,10,5,1,1,148
11046,47106006,A047106006,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,27,0,1,4,1,40,7,1,11,27,5,49,92,4,5,12,16,18,19,1,4,13,92,34,19,18,5,0,1,15,92
11047,47106007,A047106007,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,56,1,1,5,0,40,16,3,7,57,6,59,129,4,4,13,15,16,55,6,12,4,129,67,25,17,11,2,0,7,129
11048,47106008,A047106008,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,79,4,1,11,0,65,37,0,10,83,12,102,207,6,15,18,21,45,73,2,18,7,205,98,53,29,10,6,1,8,205
11049,47106009,A047106009,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,57,0,3,13,0,58,27,6,10,57,16,91,174,10,10,23,28,28,49,5,12,7,172,74,41,34,6,7,3,7,172
11050,47106010,A047106010,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,64,0,4,8,1,73,36,4,5,64,12,114,195,9,17,16,24,47,48,3,20,11,195,59,62,39,10,8,2,15,195
11051,47106011,A047106011,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,33,1,0,5,0,113,40,5,18,34,5,158,215,11,13,30,32,43,56,7,13,5,210,62,75,41,18,6,3,5,210
11052,47106012,A047106012,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,41,1,1,9,1,132,38,4,5,42,10,175,232,8,12,25,59,40,57,7,13,11,232,61,71,64,18,4,5,9,232
11053,47106013,A047106013,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,4,0,0,3,0,54,12,2,2,4,3,68,77,1,5,12,12,17,14,6,6,4,77,19,32,12,6,2,1,5,77
11054,47106014,A047106014,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,0,1,7,2,0,61,43,4,6,1,9,108,124,7,6,7,20,47,25,0,6,2,120,45,34,27,4,3,1,6,120
11055,47106015,A047106015,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,33,1,4,11,0,134,46,5,13,34,15,185,247,12,16,29,51,50,55,6,15,11,245,60,77,67,21,7,0,13,245
11056,47106016,A047106016,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,2,1,5,9,0,117,33,6,9,3,14,156,182,12,23,25,34,45,22,4,8,3,176,29,53,70,9,6,2,7,176
11057,47106017,A047106017,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,4,0,4,5,0,71,38,6,11,4,9,115,139,8,9,21,29,26,28,4,6,4,135,35,38,35,13,4,1,9,135
11058,47106018,A047106018,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,12,3,2,9,0,129,39,11,7,15,11,179,212,9,30,33,33,34,43,6,14,8,210,52,52,69,14,8,3,12,210
11059,47106019,A047106019,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,10,1,1,2,2,81,35,4,8,11,3,122,144,5,10,17,19,39,30,2,13,6,141,30,48,46,4,3,0,10,141
11060,47106020,A047106020,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,6,0,1,11,1,71,25,2,6,6,12,99,123,8,9,16,24,28,20,7,4,5,121,23,37,38,11,5,1,6,121
11061,47106021,A047106021,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,13,1,6,5,2,85,34,7,6,14,11,128,159,14,14,22,24,29,42,3,7,3,158,41,39,53,9,7,4,5,158
11062,47106022,A047106022,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,17,1,4,4,0,75,50,5,3,18,8,130,159,5,12,21,28,33,49,2,7,0,157,47,43,51,7,3,2,4,157
11063,47106023,A047106023,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,54,1,5,9,0,84,31,6,5,55,14,121,195,8,8,24,30,38,55,10,17,3,193,87,37,43,9,7,3,7,193
11064,47106024,A047106024,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,39,1,5,9,0,94,39,6,9,40,14,139,202,14,18,26,21,45,62,3,6,6,201,69,56,48,8,11,1,8,201
11065,47106025,A047106025,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,2,1,15,11,0,107,58,15,9,3,26,180,218,4,15,19,44,50,60,3,14,2,211,79,47,54,9,10,5,7,211
11067,47106027,A047106027,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,57,0,6,5,0,29,57,2,3,57,11,88,159,6,7,4,11,55,62,5,5,4,159,70,51,17,6,7,0,8,159
11068,47106028,A047106028,18085,085 Cobh Rural,Cork County,South-West,SE,Southern,22,1,2,7,0,47,21,1,10,23,9,69,111,4,8,14,18,19,26,7,9,3,108,36,34,15,9,9,0,5,108
10478,47107001,A047107001,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,50,0,5,14,1,73,20,3,9,50,19,97,175,9,8,29,26,30,41,9,14,9,175,61,46,35,13,6,2,12,175
10479,47107002,A047107002,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,49,1,2,5,2,64,18,5,10,50,7,89,156,4,20,13,25,37,31,6,13,5,154,48,42,39,9,5,6,5,154
10480,47107003,A047107003,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,78,0,1,21,1,65,25,3,17,78,22,94,211,8,12,24,29,46,50,5,19,15,208,48,84,36,12,4,5,19,208
10481,47107004,A047107004,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,20,1,6,16,0,77,28,4,14,21,22,109,166,4,9,13,16,43,40,14,14,6,159,55,30,42,10,10,5,7,159
10482,47107005,A047107005,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,44,0,3,11,0,77,44,8,10,44,14,129,197,11,13,16,35,42,55,7,12,4,195,79,49,32,12,12,3,8,195
10483,47107006,A047107006,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,20,1,0,3,0,38,19,2,14,21,3,59,97,5,3,10,7,11,39,1,6,11,93,40,28,9,2,2,3,9,93
10484,47107007,A047107007,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,18,1,1,11,0,39,21,5,5,19,12,65,101,1,3,16,18,25,23,5,8,2,101,27,35,21,6,6,1,5,101
10485,47107008,A047107008,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,43,1,2,6,0,30,8,0,4,44,8,38,94,3,6,10,13,11,38,3,5,5,94,43,23,13,4,2,2,7,94
10486,47107009,A047107009,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,11,2,1,6,0,29,2,1,6,13,7,32,58,3,3,5,13,7,14,1,7,3,56,13,11,18,7,4,0,3,56
10488,47107011,A047107011,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,56,0,1,8,0,75,19,5,2,56,9,99,166,5,3,14,22,32,73,7,8,2,166,85,29,33,8,7,2,2,166
10489,47107012,A047107012,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,25,0,0,11,0,35,6,2,5,25,11,43,84,5,3,7,15,17,14,6,8,6,81,28,15,19,7,3,2,7,81
10490,47107013,A047107013,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,42,1,0,7,0,47,13,3,7,43,7,63,120,5,9,21,15,20,30,1,12,3,116,47,23,25,10,4,1,6,116
10491,47107014,A047107014,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,20,2,3,10,0,37,16,3,16,22,13,56,107,5,7,8,20,20,19,4,8,8,99,29,24,18,8,4,5,11,99
10492,47107015,A047107015,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,22,1,2,8,0,34,9,0,12,23,10,43,88,4,7,10,13,15,18,2,8,5,82,27,20,20,6,3,0,6,82
10493,47107016,A047107016,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,70,2,1,2,0,44,13,0,10,72,3,57,142,6,4,16,24,33,33,11,6,8,141,54,56,18,1,3,0,9,141
10494,47107017,A047107017,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,45,0,1,9,0,50,23,5,7,45,10,78,140,8,10,16,23,23,39,2,12,7,140,62,34,18,7,6,1,12,140
10495,47107018,A047107018,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,49,2,7,13,0,71,52,9,9,51,20,132,212,9,8,17,35,42,78,7,10,4,210,78,58,42,18,7,0,7,210
10496,47107019,A047107019,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,37,0,0,12,0,43,16,4,3,37,12,63,115,2,5,14,18,17,35,8,12,4,115,39,39,19,5,6,2,5,115
10497,47107020,A047107020,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,37,2,2,11,1,96,32,2,12,39,13,131,195,8,11,23,38,46,47,7,5,6,191,44,66,51,13,7,1,9,191
10498,47107021,A047107021,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,25,1,3,23,0,87,51,0,12,26,26,138,202,4,12,16,27,62,56,6,7,7,197,58,46,53,17,10,4,9,197
10499,47107022,A047107022,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,12,0,2,12,0,57,12,1,6,12,14,70,102,3,11,19,18,19,16,6,4,4,100,27,24,27,7,8,2,5,100
10500,47107023,A047107023,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,39,0,10,13,1,99,43,2,8,39,23,145,215,8,9,22,22,42,85,7,13,2,210,84,49,44,17,4,4,8,210
10501,47107024,A047107024,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,16,0,2,7,0,36,6,5,3,16,9,47,75,3,5,12,13,11,15,5,8,3,75,26,19,14,6,6,0,4,75
10502,47107025,A047107025,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,24,0,1,2,0,36,11,4,4,24,3,51,82,10,5,6,16,8,19,2,12,4,82,29,23,18,2,3,0,7,82
10503,47107026,A047107026,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,42,0,3,7,0,30,9,1,5,42,10,40,97,5,5,13,7,27,24,4,6,4,95,34,32,14,2,5,3,5,95
10504,47107027,A047107027,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,20,0,1,7,0,41,41,2,5,20,8,84,117,3,4,6,31,22,36,5,5,3,115,41,25,28,6,7,0,8,115
10505,47107029,A047107029,18002,002 Cobh Urban,Cork County,South-West,SE,Southern,17,0,0,5,1,21,3,2,2,17,5,27,51,2,4,7,9,8,13,2,4,1,50,23,10,11,2,2,1,1,50
12067,47108001,A047108001,18311,311 Coolagh,Cork County,South-West,SE,Southern,7,1,7,0,0,32,27,6,28,8,7,65,108,1,5,3,10,20,21,14,5,8,87,25,24,12,3,3,6,14,87
11493,47109001,A047109001,18157,157 Coolclogh,Cork County,South-West,SE,Southern,9,0,5,2,0,128,92,19,27,9,7,239,282,12,23,23,33,41,89,32,7,5,265,124,49,29,14,28,3,18,265
10833,47110001,A047110001,18061,061 Coolcraheen,Cork County,South-West,SE,Southern,7,0,9,0,1,52,35,7,22,7,9,95,133,1,4,6,9,20,47,18,7,8,120,55,27,19,2,5,1,11,120
10834,47110002,A047110002,18061,061 Coolcraheen,Cork County,South-West,SE,Southern,4,0,27,1,0,81,31,14,17,4,28,126,175,4,4,17,17,36,48,23,9,10,168,77,43,14,4,18,0,12,168
10835,47110003,A047110003,18061,061 Coolcraheen,Cork County,South-West,SE,Southern,4,1,5,0,2,56,42,13,12,5,5,113,135,7,2,9,11,25,45,21,3,5,128,66,39,9,0,9,0,5,128
11406,47111001,A047111001,18129,129 Coole,Cork County,South-West,SE,Southern,18,0,4,0,0,106,27,5,6,18,4,138,166,5,19,25,25,31,26,22,6,5,164,61,27,27,27,16,1,5,164
11407,47111002,A047111002,18129,129 Coole,Cork County,South-West,SE,Southern,1,0,13,0,1,74,34,9,29,1,13,118,161,7,8,20,25,27,26,17,2,7,139,56,27,24,9,10,1,12,139
11408,47111003,A047111003,18129,129 Coole,Cork County,South-West,SE,Southern,10,0,7,0,0,75,50,4,16,10,7,129,162,8,3,17,17,27,28,35,12,6,153,83,27,17,6,9,3,8,153
11409,47111004,A047111004,18129,129 Coole,Cork County,South-West,SE,Southern,7,0,6,2,1,92,48,8,20,7,8,149,184,8,13,13,25,37,52,10,8,4,170,74,38,18,23,9,1,7,170
11564,47112001,A047112001,18184,184 Coolmain,Cork County,South-West,SE,Southern,11,1,23,0,0,43,22,9,24,12,23,74,133,3,7,8,21,25,14,23,8,4,113,36,26,22,14,9,1,5,113
11565,47112002,A047112002,18184,184 Coolmain,Cork County,South-West,SE,Southern,14,1,15,0,0,60,28,6,20,15,15,94,144,2,8,11,20,20,23,33,7,3,127,40,28,22,18,12,2,5,127
11363,47113001,A047113001,18112,112 Coolmountain,Cork County,South-West,SE,Southern,13,2,21,0,0,52,32,9,27,15,21,93,156,2,6,10,21,30,26,31,6,5,137,42,32,39,4,10,1,9,137
11364,47113002,A047113002,18112,112 Coolmountain,Cork County,South-West,SE,Southern,0,1,14,0,0,30,16,9,15,1,14,55,85,1,0,5,15,20,16,10,3,1,71,13,25,16,8,6,0,3,71
11931,47114001,A047114001,18266,266 Coomlogane,Cork County,South-West,SE,Southern,5,0,8,0,0,72,36,6,27,5,8,114,154,4,12,10,13,33,23,29,3,9,136,61,27,14,9,11,0,14,136
11932,47114002,A047114002,18266,266 Coomlogane,Cork County,South-West,SE,Southern,5,0,5,1,0,60,27,9,11,5,6,96,118,5,4,12,13,30,28,8,5,5,110,57,15,17,8,6,1,6,110
11933,47114003,A047114003,18266,266 Coomlogane,Cork County,South-West,SE,Southern,10,1,3,0,0,57,34,14,11,11,3,105,130,3,9,16,14,19,35,20,6,1,123,67,19,14,7,11,1,4,123
11934,47114004,A047114004,18266,266 Coomlogane,Cork County,South-West,SE,Southern,13,2,3,0,0,46,15,3,7,15,3,64,89,4,5,12,7,15,19,8,8,5,83,40,12,17,4,5,1,4,83
11935,47114005,A047114005,18266,266 Coomlogane,Cork County,South-West,SE,Southern,15,0,2,2,0,20,9,4,5,15,4,33,57,2,6,9,6,7,12,9,3,1,55,26,9,6,2,8,2,2,55
11860,47115001,A047115001,18253,253 Corkbeg,Cork County,South-West,SE,Southern,31,3,20,4,1,56,38,11,35,34,24,106,199,3,17,14,22,30,39,25,11,36,197,57,55,28,10,7,4,36,197
11861,47115002,A047115002,18253,253 Corkbeg,Cork County,South-West,SE,Southern,9,2,28,0,0,81,23,7,15,11,28,111,165,8,12,28,23,26,37,4,12,5,155,51,32,33,16,11,1,11,155
11862,47115003,A047115003,18253,253 Corkbeg,Cork County,South-West,SE,Southern,10,1,15,3,0,49,20,5,15,11,18,74,118,5,7,9,25,20,16,9,11,10,112,36,25,21,10,5,2,13,112
11863,47115004,A047115004,18253,253 Corkbeg,Cork County,South-West,SE,Southern,11,1,22,4,0,114,61,8,5,12,26,183,226,9,23,35,38,28,65,6,14,4,222,68,44,55,32,13,0,10,222
11864,47115005,A047115005,18253,253 Corkbeg,Cork County,South-West,SE,Southern,2,0,15,1,0,111,36,9,11,2,16,156,185,12,15,20,39,36,41,5,8,7,183,39,32,68,24,11,1,8,183
11865,47115006,A047115006,18253,253 Corkbeg,Cork County,South-West,SE,Southern,2,1,14,3,3,91,51,11,6,3,17,156,182,6,10,27,28,33,51,12,9,4,180,60,38,43,18,11,1,9,180
11866,47115007,A047115007,18253,253 Corkbeg,Cork County,South-West,SE,Southern,1,0,15,2,0,42,17,5,3,1,17,64,85,1,11,7,10,26,15,5,7,2,84,21,23,24,7,3,1,5,84
11867,47115008,A047115008,18253,253 Corkbeg,Cork County,South-West,SE,Southern,2,0,12,2,1,90,44,4,5,2,14,139,160,7,9,19,31,31,48,4,6,1,156,73,42,24,7,5,3,2,156
11868,47115009,A047115009,18253,253 Corkbeg,Cork County,South-West,SE,Southern,9,1,11,0,0,55,12,5,9,10,11,72,102,6,7,10,31,6,21,5,9,4,99,32,21,26,8,5,2,5,99
11869,47115010,A047115010,18253,253 Corkbeg,Cork County,South-West,SE,Southern,17,0,15,0,0,43,25,5,8,17,15,73,113,2,10,13,27,9,32,7,6,4,110,46,21,24,9,3,1,6,110
